user_id,name,email,age,gender,city,state,registration_date,loyalty_tier,is_prime
USR00517,Ryan Kari,noah95@example.org,32,Male,Lucknow,Madhya Pradesh,2024-07-20,Platinum,False
USR00518,Ekavir Zacharia,bandieshana@example.org,20,Male,Kolkata,Odisha,2023-09-02,Bronze,True
USR00519,Anusha More,aashisule@example.com,38,Male,Chennai,Assam,2023-10-03,Silver,False
USR00520,Mohini Zachariah,warjas15@example.com,22,Female,Bangalore,Uttarakhand,2023-06-03,Silver,False
USR00521,Ronith Keer,pbasak@example.net,61,Other,Hyderabad,Assam,2024-10-18,Platinum,True
USR00522,Vritti Bahl,gauri31@example.net,62,Other,Delhi,Rajasthan,2024-09-17,Gold,True
USR00523,Sachi Ranganathan,pandyashivani@example.com,24,Female,Chennai,Bihar,2025-03-10,Bronze,False
USR00524,Warda Nair,tanvizacharia@example.org,56,Other,Lucknow,Goa,2025-01-11,Platinum,False
USR00525,Warhi Nayak,jayaramanisaiah@example.com,19,Other,Kolkata,Manipur,2026-02-07,Platinum,False
USR00526,Gaurangi Shroff,gillmaanav@example.net,32,Female,Jaipur,Assam,2024-04-02,Platinum,False
USR00527,Nihal Magar,routqarin@example.net,29,Other,Lucknow,West Bengal,2024-02-08,Platinum,True
USR00528,Dhriti Chowdhury,harita68@example.org,57,Female,Chennai,Meghalaya,2023-12-15,Bronze,True
USR00529,Zaid Sidhu,hardikmani@example.org,35,Male,Pune,Andhra Pradesh,2025-12-01,Silver,False
USR00530,Upma Sarraf,darika00@example.org,38,Female,Delhi,Chhattisgarh,2024-03-25,Bronze,True
USR00531,Jonathan Dutta,priya64@example.net,37,Female,Hyderabad,Manipur,2024-12-30,Gold,True
USR00532,Max Chokshi,balaubika@example.org,26,Male,Bangalore,Punjab,2023-10-06,Platinum,False
USR00533,Ekalinga Hari,drao@example.org,53,Other,Jaipur,West Bengal,2023-09-18,Platinum,True
USR00534,Raagini Mand,suraumang@example.org,19,Male,Hyderabad,Chhattisgarh,2023-08-23,Bronze,False
USR00535,Tanish Lalla,radhikapadmanabhan@example.com,42,Male,Kolkata,Meghalaya,2025-10-25,Platinum,False
USR00536,Rehaan Tandon,teerth28@example.net,23,Other,Jaipur,Jharkhand,2023-05-19,Silver,True
USR00537,Fiyaz Prabhakar,wchokshi@example.com,61,Female,Bangalore,Kerala,2026-01-04,Silver,False
USR00538,Henry Brar,oommenudyati@example.net,37,Female,Ahmedabad,Bihar,2024-10-11,Silver,True
USR00539,Simon Vaidya,yashvaidya@example.org,28,Female,Kolkata,Kerala,2025-10-14,Platinum,False
USR00540,Krisha Nanda,hredhaan33@example.org,48,Male,Hyderabad,Punjab,2024-05-01,Gold,True
USR00541,Ekaraj Mani,chaitaly91@example.org,64,Other,Ahmedabad,Kerala,2023-09-24,Silver,False
USR00542,Robert Kar,ayush73@example.net,24,Male,Kolkata,Bihar,2024-08-04,Bronze,False
USR00543,Pratyush Srinivas,ukumer@example.net,39,Other,Pune,Gujarat,2023-04-16,Gold,False
USR00544,Bhavya Dhingra,nsundaram@example.org,39,Female,Lucknow,Uttarakhand,2023-08-31,Silver,False
USR00545,Dayita Muni,yhora@example.net,38,Other,Chennai,Telangana,2023-09-26,Platinum,False
USR00546,Advik Thaker,vdivan@example.com,29,Female,Hyderabad,Tamil Nadu,2026-03-04,Gold,False
USR00547,Aarnav Yogi,blanka@example.net,54,Male,Hyderabad,Chhattisgarh,2024-04-18,Platinum,False
USR00548,Aarush Doctor,yastivohra@example.net,43,Female,Delhi,Jharkhand,2025-04-07,Silver,True
USR00549,Hredhaan Loyal,anmol10@example.com,61,Other,Mumbai,Manipur,2025-06-22,Platinum,True
USR00550,Raghav Garg,loyalvrishti@example.com,46,Female,Delhi,Kerala,2026-02-21,Platinum,False
USR00551,Darsh Virk,laladarika@example.net,26,Other,Kolkata,Jharkhand,2024-12-04,Silver,False
USR00552,Victor Kaur,manbirshenoy@example.org,60,Male,Pune,Mizoram,2026-01-01,Platinum,True
USR00553,Netra Walia,ayaan22@example.net,46,Other,Ahmedabad,Jharkhand,2025-02-26,Platinum,False
USR00554,Sarthak Kota,abha07@example.net,52,Male,Hyderabad,Himachal Pradesh,2025-05-16,Bronze,True
USR00555,Tanmayi Varma,smann@example.org,33,Other,Hyderabad,Rajasthan,2024-02-28,Silver,True
USR00556,Darika Pal,jkannan@example.net,54,Other,Pune,West Bengal,2025-09-06,Gold,False
USR00557,Kamya Raghavan,meghagokhale@example.org,24,Male,Delhi,Uttarakhand,2023-06-30,Gold,True
USR00558,Dev Kuruvilla,beditarak@example.org,50,Other,Jaipur,Meghalaya,2025-10-07,Silver,False
USR00559,Raghav Venkataraman,fcontractor@example.net,41,Female,Ahmedabad,Maharashtra,2025-03-13,Silver,False
USR00560,Harish Khatri,viyer@example.com,19,Female,Delhi,Rajasthan,2023-10-14,Gold,False
USR00561,Sathvik Badal,anika49@example.org,23,Male,Bangalore,Chhattisgarh,2024-11-30,Gold,False
USR00562,Tripti Madan,faqid29@example.com,39,Female,Chennai,Rajasthan,2024-01-20,Platinum,False
USR00563,Bhavini Uppal,lkeer@example.com,48,Male,Ahmedabad,Haryana,2023-12-26,Platinum,False
USR00564,Darika Roy,ydayal@example.net,22,Female,Mumbai,Manipur,2024-05-05,Bronze,True
USR00565,Gagan Narayan,zradhakrishnan@example.com,39,Other,Delhi,Andhra Pradesh,2025-03-27,Silver,True
USR00566,Bimala Kale,doctoryahvi@example.net,51,Male,Jaipur,Andhra Pradesh,2023-10-05,Silver,False
USR00567,Advika Natt,rudragarg@example.com,53,Female,Ahmedabad,Bihar,2024-06-15,Silver,False
USR00568,Meghana Banerjee,urishilla01@example.net,58,Male,Bangalore,Arunachal Pradesh,2024-10-09,Platinum,False
USR00569,Amara Parekh,qhans@example.net,19,Other,Lucknow,Uttarakhand,2023-09-09,Silver,False
USR00570,Rudra Dayal,udantgarg@example.net,55,Female,Pune,Haryana,2025-07-25,Bronze,True
USR00571,Urvashi Batta,tejas20@example.org,31,Female,Delhi,Meghalaya,2024-07-06,Bronze,True
USR00572,Nihal Sarna,osetty@example.org,41,Female,Chennai,Gujarat,2025-10-09,Platinum,True
USR00573,Vidhi Vaidya,pdhar@example.org,34,Other,Ahmedabad,Goa,2023-09-10,Gold,False
USR00574,Sai Gulati,bprabhakar@example.com,57,Female,Lucknow,Telangana,2024-01-11,Bronze,False
USR00575,Hiral Goda,mpingle@example.org,40,Female,Lucknow,Chhattisgarh,2023-04-17,Silver,False
USR00576,Abdul Chandra,srinivasanudyati@example.org,57,Other,Delhi,Tripura,2024-06-07,Silver,False
USR00577,Rajata Raghavan,dnarang@example.org,25,Male,Kolkata,Bihar,2023-04-25,Bronze,True
USR00578,Kai Banik,jmaster@example.org,41,Other,Bangalore,Karnataka,2026-01-29,Platinum,False
USR00579,Megha Sule,ddua@example.net,56,Male,Lucknow,Uttarakhand,2024-07-24,Platinum,False
USR00580,Jhalak Viswanathan,upmabuch@example.org,29,Female,Jaipur,Tripura,2026-03-24,Silver,True
USR00581,Bimala Handa,mason25@example.net,49,Female,Bangalore,Uttar Pradesh,2025-11-27,Silver,False
USR00582,Balhaar Mishra,ekaja28@example.com,46,Other,Mumbai,Jharkhand,2025-07-01,Gold,True
USR00583,Wriddhish Nagy,krishnadave@example.net,49,Male,Chennai,Uttar Pradesh,2026-02-12,Platinum,False
USR00584,Vasana Wali,qabilhalder@example.com,44,Other,Ahmedabad,Chhattisgarh,2026-03-11,Platinum,False
USR00585,Jackson Atwal,sarmabalveer@example.org,49,Male,Delhi,Chhattisgarh,2024-03-21,Bronze,True
USR00586,Hamsini Acharya,murtywishi@example.org,36,Male,Kolkata,Meghalaya,2025-01-28,Silver,False
USR00587,Ekaraj Banerjee,palanbachittar@example.com,28,Female,Lucknow,Tripura,2025-03-31,Platinum,True
USR00588,Balveer Sabharwal,dubeyfiyaz@example.net,54,Male,Kolkata,Manipur,2023-08-19,Gold,True
USR00589,Ishanvi Bir,charladli@example.net,64,Female,Jaipur,Tamil Nadu,2025-07-17,Silver,False
USR00590,Raghav Chandra,advikkaran@example.org,24,Other,Chennai,Himachal Pradesh,2024-02-02,Gold,True
USR00591,Mugdha Yogi,qagate@example.org,46,Female,Hyderabad,Telangana,2026-02-02,Bronze,False
USR00592,Amara Nadkarni,ltripathi@example.com,25,Male,Chennai,Manipur,2024-06-05,Gold,False
USR00593,Alexander Shukla,mitesh46@example.org,28,Other,Bangalore,Meghalaya,2023-12-22,Silver,True
USR00594,Vrishti Gulati,agrawaleiravati@example.org,21,Other,Hyderabad,Telangana,2024-07-15,Gold,True
USR00595,Ayush Basak,upadhritigulati@example.com,38,Other,Kolkata,Tripura,2025-09-08,Gold,False
USR00596,Onveer Cherian,iwalla@example.com,50,Other,Delhi,Kerala,2023-11-02,Silver,False
USR00597,Chatresh Kant,agateinaya@example.com,21,Female,Bangalore,Madhya Pradesh,2023-06-02,Silver,True
USR00598,Hemangini Chokshi,aadhya69@example.com,27,Other,Hyderabad,Uttar Pradesh,2023-05-28,Silver,False
USR00599,Ekta Kumer,hmangal@example.net,49,Male,Lucknow,Uttarakhand,2025-04-18,Gold,False
USR00600,Eiravati Pradhan,anjaligrover@example.com,42,Female,Delhi,Himachal Pradesh,2025-04-11,Bronze,False
USR00601,Harita Baria,devanmohini@example.org,50,Other,Kolkata,Assam,2025-08-11,Gold,False
USR00602,Nihal Boase,pantkabir@example.com,49,Female,Lucknow,Andhra Pradesh,2023-08-20,Bronze,True
USR00603,Bakhshi Tailor,kantdhruv@example.net,64,Female,Hyderabad,Madhya Pradesh,2023-08-21,Bronze,False
USR00604,Ekapad Murty,anshranganathan@example.com,31,Female,Chennai,Andhra Pradesh,2023-07-28,Platinum,False
USR00605,Anvi Sarma,bhattimaran@example.org,38,Female,Hyderabad,Haryana,2023-08-05,Silver,False
USR00606,Tanay Tandon,tparekh@example.net,39,Other,Mumbai,Tripura,2024-08-21,Bronze,True
USR00607,Qarin Nazareth,ipurohit@example.org,58,Female,Mumbai,Odisha,2025-09-03,Bronze,True
USR00608,Anya Barad,neelnori@example.net,46,Female,Mumbai,West Bengal,2023-05-12,Platinum,True
USR00609,Janani Lanka,fbhat@example.net,62,Male,Kolkata,Chhattisgarh,2023-12-27,Silver,False
USR00610,Ayushman Chandran,samar35@example.org,23,Other,Hyderabad,Maharashtra,2023-08-04,Gold,True
USR00611,Dalbir Roy,kalpitgoda@example.net,41,Other,Bangalore,Madhya Pradesh,2024-06-21,Bronze,False
USR00612,Theodore Roy,vasudha09@example.org,58,Female,Chennai,Manipur,2025-01-03,Platinum,True
USR00613,Naveen Bala,muttidarika@example.org,63,Male,Mumbai,West Bengal,2024-10-09,Silver,False
USR00614,Rushil Majumdar,merchantvamakshi@example.net,22,Male,Lucknow,Uttar Pradesh,2026-01-11,Silver,False
USR00615,Anmol Brar,gpillai@example.org,18,Male,Hyderabad,Gujarat,2023-05-15,Bronze,False
USR00616,Naveen Gandhi,esabharwal@example.org,62,Male,Ahmedabad,Telangana,2023-11-26,Bronze,True
USR00617,Oni Raja,ahanda@example.net,42,Male,Delhi,Punjab,2024-09-19,Bronze,False
USR00618,Chanchal Guha,azadborah@example.com,41,Female,Bangalore,Rajasthan,2025-11-10,Platinum,True
USR00619,Lipika Kanda,logan30@example.com,59,Other,Bangalore,Uttar Pradesh,2025-04-03,Bronze,True
USR00620,Yochana Patil,vedikanazareth@example.com,57,Other,Bangalore,Goa,2025-02-23,Platinum,False
USR00621,Radha De,janaki13@example.net,64,Male,Bangalore,Odisha,2026-03-28,Platinum,False
USR00622,Wishi Mangat,tsidhu@example.net,31,Male,Delhi,Punjab,2023-08-29,Silver,True
USR00623,Gaurang Balakrishnan,cwadhwa@example.org,55,Other,Pune,Uttarakhand,2023-07-01,Gold,False
USR00624,Neelima Jha,ztella@example.com,38,Male,Chennai,Himachal Pradesh,2025-09-23,Gold,True
USR00625,Vivaan Om,rajatabedi@example.net,33,Other,Lucknow,Manipur,2023-07-08,Gold,True
USR00626,Oviya Chad,mitali89@example.org,60,Female,Chennai,Assam,2025-03-19,Silver,False
USR00627,Anusha Nayar,onveer75@example.com,36,Other,Mumbai,Telangana,2025-06-19,Silver,False
USR00628,Advik Mangal,jpandey@example.org,42,Male,Chennai,Haryana,2025-10-18,Platinum,True
USR00629,Onkar Prakash,charles04@example.com,51,Male,Hyderabad,Telangana,2024-09-10,Gold,True
USR00630,Panini Viswanathan,kashvi62@example.org,42,Other,Pune,Arunachal Pradesh,2024-11-17,Gold,True
USR00631,Sudiksha Raval,advay73@example.net,48,Male,Mumbai,Gujarat,2023-08-04,Bronze,True
USR00632,Charan Desai,tjha@example.com,34,Male,Mumbai,Bihar,2023-10-22,Bronze,False
USR00633,Ethan Srinivasan,gaurangraja@example.net,50,Female,Jaipur,Meghalaya,2023-05-04,Platinum,False
USR00634,Darsh Char,falakjhaveri@example.net,62,Female,Delhi,West Bengal,2025-07-19,Silver,False
USR00635,Balendra Sem,yashodharamangat@example.net,23,Female,Delhi,Kerala,2024-04-30,Silver,True
USR00636,Christopher Bhakta,robert94@example.net,52,Female,Pune,Andhra Pradesh,2026-02-04,Bronze,False
USR00637,Wazir Sharaf,champak06@example.com,62,Female,Chennai,Telangana,2024-12-31,Bronze,True
USR00638,Aayush Baria,ekajasrinivas@example.com,23,Female,Delhi,Assam,2026-02-04,Platinum,True
USR00639,Kritika Padmanabhan,jeremiah83@example.org,37,Other,Bangalore,Telangana,2025-06-08,Bronze,True
USR00640,Vidhi Krishnan,nairfarhan@example.net,63,Male,Mumbai,Arunachal Pradesh,2024-10-09,Silver,False
USR00641,Ishanvi Bera,prishasathe@example.org,40,Other,Jaipur,West Bengal,2024-12-27,Gold,True
USR00642,Hema Ramesh,yagneshbir@example.net,41,Male,Kolkata,Himachal Pradesh,2025-01-25,Bronze,True
USR00643,Radhika Bhargava,zayanbansal@example.com,39,Female,Kolkata,Sikkim,2024-05-12,Bronze,False
USR00644,Baghyawati Narayan,yashawini61@example.net,63,Other,Delhi,Chhattisgarh,2025-07-14,Platinum,False
USR00645,Hardik Pau,zsaini@example.com,50,Female,Mumbai,Nagaland,2024-12-01,Platinum,True
USR00646,Nirja Rajagopal,uppaldarpan@example.net,41,Male,Kolkata,Madhya Pradesh,2025-10-12,Bronze,True
USR00647,Lajita Singhal,zaiddua@example.org,32,Other,Jaipur,Meghalaya,2024-11-03,Bronze,True
USR00648,Chandresh Raja,abal@example.com,18,Male,Mumbai,Tamil Nadu,2023-07-18,Platinum,False
USR00649,Girik Chanda,morevyanjana@example.org,42,Male,Bangalore,Odisha,2025-12-30,Bronze,False
USR00650,Anita Murty,luckymangat@example.com,32,Female,Chennai,Manipur,2025-08-26,Platinum,False
USR00651,Dakshesh Muni,ishani41@example.net,35,Male,Lucknow,Maharashtra,2025-07-07,Gold,True
USR00652,Ijaya Arora,aishanidora@example.com,50,Other,Mumbai,Karnataka,2024-06-06,Silver,True
USR00653,Ekta Joshi,siddharthbatta@example.net,51,Male,Pune,Uttarakhand,2025-01-03,Bronze,False
USR00654,Mohini Rai,geetikamodi@example.net,36,Female,Hyderabad,Uttarakhand,2024-06-15,Bronze,False
USR00655,Ekanta Srinivasan,ebawa@example.org,18,Female,Chennai,Madhya Pradesh,2025-07-13,Gold,False
USR00656,Ansh Yogi,onkarbassi@example.net,65,Other,Chennai,Tamil Nadu,2023-09-20,Platinum,False
USR00657,Zarna Chatterjee,oviyamuni@example.org,55,Female,Chennai,Nagaland,2023-06-12,Silver,True
USR00658,Upkaar Prashad,asura@example.com,18,Female,Mumbai,Tamil Nadu,2025-05-17,Silver,False
USR00659,Chaaya Lalla,singhalamol@example.org,58,Other,Mumbai,Mizoram,2024-03-05,Gold,True
USR00660,Vihaan Wable,shivanshsrinivas@example.net,60,Female,Kolkata,Himachal Pradesh,2025-12-24,Bronze,True
USR00661,Zilmil Padmanabhan,kalaprashad@example.net,51,Male,Pune,Uttarakhand,2024-09-22,Platinum,True
USR00662,Oeshi Deshmukh,asahota@example.com,27,Other,Kolkata,Uttar Pradesh,2024-04-24,Bronze,True
USR00663,Azaan Chana,joshuajani@example.com,32,Other,Pune,Andhra Pradesh,2025-05-06,Gold,False
USR00664,Wridesh Kant,zsangha@example.org,65,Male,Lucknow,Chhattisgarh,2023-11-04,Bronze,True
USR00665,Hemal Mitra,hperi@example.org,58,Female,Delhi,Nagaland,2023-07-14,Bronze,False
USR00666,Prisha Chadha,petersathe@example.com,60,Male,Chennai,Haryana,2024-09-04,Gold,False
USR00667,Rajata Virk,galanaksh@example.net,38,Female,Hyderabad,Bihar,2025-05-01,Gold,False
USR00668,Devika Bala,kpuri@example.com,35,Male,Delhi,Chhattisgarh,2023-05-20,Silver,True
USR00669,Urvi Chauhan,mmahajan@example.net,55,Male,Bangalore,Andhra Pradesh,2026-01-28,Bronze,True
USR00670,Garima Bali,raghavdeol@example.org,46,Female,Hyderabad,Karnataka,2023-11-10,Platinum,True
USR00671,Ikbal Thaker,zayyanbali@example.org,52,Female,Chennai,Karnataka,2023-08-19,Platinum,False
USR00672,Zansi Mander,lavanyanatt@example.com,47,Female,Delhi,Kerala,2023-10-03,Bronze,True
USR00673,Ekaraj Thakkar,salvikrisha@example.net,61,Female,Lucknow,Jharkhand,2025-08-23,Bronze,True
USR00674,Girindra Parikh,singhalikbal@example.org,38,Male,Delhi,Chhattisgarh,2025-02-04,Silver,False
USR00675,George Menon,david31@example.org,43,Other,Mumbai,Andhra Pradesh,2025-08-29,Gold,False
USR00676,Omya Varty,chakradharramesh@example.com,29,Male,Pune,Sikkim,2025-03-12,Platinum,True
USR00677,Hemang Choudhary,raaginisundaram@example.com,24,Female,Delhi,Rajasthan,2023-11-04,Silver,True
USR00678,Krishna Shanker,anya84@example.net,18,Male,Chennai,Odisha,2025-04-07,Silver,True
USR00679,Madhavi Chana,sanya61@example.com,43,Female,Delhi,Tripura,2023-12-03,Gold,True
USR00680,Tristan Buch,wyattvohra@example.net,19,Male,Chennai,Odisha,2024-08-03,Platinum,True
USR00681,George Basu,mallickkamala@example.org,23,Female,Delhi,Kerala,2023-09-01,Bronze,False
USR00682,Oviya Ramanathan,otoor@example.org,21,Male,Lucknow,West Bengal,2023-04-23,Platinum,False
USR00683,Yutika D’Alia,oliverbains@example.com,49,Male,Pune,Arunachal Pradesh,2024-03-04,Platinum,True
USR00684,Girish Sant,amairamandal@example.net,40,Male,Bangalore,Rajasthan,2025-05-13,Gold,False
USR00685,Sanya Natarajan,ishanvi36@example.com,46,Male,Mumbai,Himachal Pradesh,2026-04-03,Silver,False
USR00686,Ishani Madan,jason66@example.net,49,Female,Jaipur,Rajasthan,2023-07-10,Platinum,True
USR00687,Bishakha Chopra,tejassarma@example.com,23,Female,Pune,Mizoram,2025-06-09,Silver,False
USR00688,Samaksh Saraf,vasudhabumb@example.net,30,Other,Jaipur,Nagaland,2025-12-16,Silver,True
USR00689,Sai Borra,esetty@example.net,42,Other,Hyderabad,Telangana,2025-11-24,Platinum,False
USR00690,Rachita Tella,krishmore@example.com,40,Other,Jaipur,Manipur,2023-06-13,Gold,False
USR00691,Aarav Sanghvi,lsolanki@example.com,35,Male,Mumbai,Madhya Pradesh,2024-08-29,Gold,True
USR00692,Forum Kanda,gaurangradhakrishnan@example.com,19,Female,Mumbai,Madhya Pradesh,2024-07-16,Platinum,False
USR00693,Janani Lalla,shethjonathan@example.com,55,Male,Bangalore,Bihar,2024-07-16,Bronze,True
USR00694,Vyanjana Nath,anita64@example.net,60,Male,Kolkata,Bihar,2024-08-24,Bronze,True
USR00695,Brinda Bhat,kalakalpit@example.org,54,Female,Hyderabad,Uttar Pradesh,2023-11-29,Silver,True
USR00696,Yashawini Kale,glall@example.org,33,Other,Hyderabad,Manipur,2024-01-14,Gold,True
USR00697,Bina Lad,max71@example.net,63,Other,Hyderabad,Bihar,2025-08-06,Silver,True
USR00698,Ojasvi Kumer,ckannan@example.org,49,Other,Kolkata,Kerala,2025-07-13,Silver,False
USR00699,Maya Sastry,rayaan18@example.net,20,Male,Mumbai,Manipur,2023-09-28,Silver,True
USR00700,Oliver Halder,urvashi47@example.net,19,Other,Ahmedabad,Goa,2025-12-09,Bronze,False
USR00701,Bhavini Dhillon,manegauri@example.org,57,Male,Bangalore,Maharashtra,2023-12-22,Gold,True
USR00702,Jai Buch,wahabgandhi@example.com,38,Male,Mumbai,Meghalaya,2023-12-07,Silver,True
USR00703,Abeer Krishnan,radha46@example.net,25,Other,Hyderabad,Odisha,2025-03-18,Bronze,False
USR00704,Raghav Anand,sacharekiya@example.net,63,Other,Pune,Madhya Pradesh,2023-06-03,Bronze,False
USR00705,Yauvani Bakshi,brama@example.net,37,Female,Bangalore,Uttarakhand,2023-04-22,Silver,False
USR00706,Mohammed Lata,jananibassi@example.net,58,Female,Hyderabad,Goa,2024-11-24,Silver,False
USR00707,Sneha Date,darpanmutti@example.net,32,Other,Lucknow,Maharashtra,2023-09-17,Silver,False
USR00708,Brijesh Kannan,kritika67@example.com,37,Other,Kolkata,Odisha,2024-01-24,Silver,True
USR00709,Jasmit Chaudhuri,jagdish77@example.com,64,Male,Lucknow,Maharashtra,2025-04-22,Platinum,True
USR00710,Pranav Goel,lajita06@example.org,29,Other,Hyderabad,Goa,2024-09-13,Silver,True
USR00711,Gaurav Guha,tshankar@example.net,49,Male,Hyderabad,Tamil Nadu,2025-12-06,Bronze,True
USR00712,Vedika Muni,kashviguha@example.org,40,Female,Bangalore,Bihar,2023-10-29,Bronze,False
USR00713,Gaurang Dey,chameli73@example.org,46,Male,Kolkata,Jharkhand,2023-12-22,Silver,True
USR00714,Gabriel Reddy,egopal@example.com,62,Male,Hyderabad,Andhra Pradesh,2023-08-06,Gold,True
USR00715,Liam Deshpande,khuranachanchal@example.com,64,Male,Mumbai,Nagaland,2026-04-02,Platinum,False
USR00716,Charita Arora,omisha45@example.org,64,Female,Bangalore,Gujarat,2025-07-27,Platinum,False
USR00717,Vasana Bava,rsem@example.net,42,Female,Jaipur,Telangana,2025-09-03,Platinum,True
USR00718,Zarna Mishra,vedhikarama@example.com,48,Other,Chennai,West Bengal,2026-02-06,Silver,False
USR00719,Edhitha Bhalla,amararam@example.org,22,Male,Kolkata,Himachal Pradesh,2023-05-01,Bronze,False
USR00720,Raghav Handa,kumerkavya@example.org,34,Male,Delhi,Nagaland,2023-05-12,Gold,True
USR00721,Andrew Devi,sabharwaldevansh@example.org,42,Male,Delhi,Maharashtra,2023-12-21,Bronze,False
USR00722,Chakrika Uppal,aishani96@example.net,56,Other,Ahmedabad,Maharashtra,2026-01-19,Bronze,False
USR00723,Omisha Kade,ranbirrattan@example.net,59,Male,Lucknow,Odisha,2023-09-10,Platinum,True
USR00724,Dipta Karnik,pahal97@example.com,21,Male,Hyderabad,West Bengal,2025-05-06,Silver,True
USR00725,Amaira Bhagat,auroragavin@example.com,44,Other,Jaipur,Uttarakhand,2023-05-31,Gold,False
USR00726,Ridhi Loyal,ansh42@example.org,37,Male,Delhi,Jharkhand,2024-06-09,Bronze,False
USR00727,Pahal Viswanathan,wakeetasharma@example.com,54,Other,Ahmedabad,Kerala,2026-03-13,Silver,True
USR00728,Bishakha Balasubramanian,anjalikala@example.com,41,Male,Pune,Chhattisgarh,2025-07-10,Bronze,False
USR00729,Vritti Ramaswamy,jlala@example.net,60,Other,Lucknow,West Bengal,2024-05-31,Platinum,True
USR00730,Vasana Gaba,xitiwadhwa@example.net,24,Male,Chennai,Goa,2024-12-14,Silver,False
USR00731,Karan Mangal,cherianyatin@example.com,23,Female,Delhi,Mizoram,2025-05-17,Gold,False
USR00732,Faraj Mahajan,venkateshnidra@example.com,48,Female,Kolkata,Tamil Nadu,2025-10-08,Bronze,False
USR00733,Mohini Upadhyay,zaid24@example.net,29,Female,Pune,Himachal Pradesh,2024-09-21,Gold,True
USR00734,Utkarsh Malhotra,amital@example.com,46,Male,Kolkata,Nagaland,2024-12-24,Platinum,False
USR00735,Aarini Loke,fdora@example.net,34,Male,Kolkata,Karnataka,2025-08-30,Bronze,True
USR00736,Vihaan Comar,qushi81@example.com,62,Other,Delhi,Assam,2025-05-02,Bronze,False
USR00737,Harita Dutt,rehaanchatterjee@example.com,52,Female,Lucknow,Meghalaya,2024-01-25,Silver,True
USR00738,Imaran Saha,rastogidhriti@example.com,42,Other,Pune,Himachal Pradesh,2023-06-02,Platinum,True
USR00739,Hamsini Uppal,abhakta@example.com,48,Female,Delhi,Kerala,2026-03-14,Platinum,True
USR00740,Upadhriti Baria,xpathak@example.org,50,Other,Jaipur,Kerala,2025-08-21,Silver,True
USR00741,Kamya Kant,frederick60@example.com,46,Male,Bangalore,Haryana,2025-12-21,Silver,True
USR00742,Eshana Zacharia,gdass@example.net,26,Male,Pune,Jharkhand,2024-06-10,Bronze,False
USR00743,Arjun Roy,hemanidhaliwal@example.net,30,Other,Bangalore,Chhattisgarh,2025-09-30,Gold,False
USR00744,Hemangini Savant,widisha63@example.net,64,Male,Delhi,Tripura,2025-04-29,Platinum,False
USR00745,Yash Dara,ekta28@example.net,53,Female,Kolkata,Rajasthan,2024-03-15,Platinum,True
USR00746,Urmi Dass,kapadiamahika@example.org,62,Other,Lucknow,Maharashtra,2023-12-18,Platinum,True
USR00747,Ekalinga Nath,surihredhaan@example.org,44,Male,Bangalore,Punjab,2024-07-13,Bronze,True
USR00748,Omisha Kalla,dhillonyutika@example.org,54,Male,Kolkata,Arunachal Pradesh,2025-11-04,Gold,False
USR00749,Indali Hegde,abeermitter@example.org,34,Female,Ahmedabad,West Bengal,2026-03-03,Platinum,True
USR00750,Meghana Swaminathan,wchandran@example.com,29,Female,Pune,Uttarakhand,2026-01-26,Silver,False
USR00751,Warinder Narang,nihalkota@example.org,20,Female,Hyderabad,Odisha,2023-12-11,Silver,True
USR00752,Lopa Chandran,rdhillon@example.net,65,Female,Kolkata,Odisha,2026-02-07,Gold,True
USR00753,Viraj Radhakrishnan,irakeer@example.org,39,Female,Kolkata,Jharkhand,2024-06-26,Gold,False
USR00754,Balvan Kumer,manan27@example.org,62,Other,Delhi,Kerala,2025-10-24,Silver,True
USR00755,Janaki Nayak,ahluwaliaayush@example.org,37,Other,Ahmedabad,Jharkhand,2023-11-05,Gold,False
USR00756,Megha Ramachandran,aarnagulati@example.com,64,Female,Lucknow,Assam,2024-09-04,Bronze,True
USR00757,Onveer Rai,upatla@example.org,46,Male,Pune,Uttar Pradesh,2024-03-26,Platinum,False
USR00758,Balhaar Goyal,darpan56@example.com,21,Other,Bangalore,Meghalaya,2025-09-02,Bronze,False
USR00759,Vihaan Edwin,gillekaraj@example.net,63,Other,Pune,Punjab,2025-09-01,Silver,True
USR00760,Balhaar Ahuja,pdhar@example.com,29,Male,Chennai,Sikkim,2023-09-21,Bronze,True
USR00761,Vedhika Saxena,azaan01@example.net,20,Female,Mumbai,Andhra Pradesh,2023-11-25,Gold,True
USR00762,Amruta Sheth,balakrishnanmatthew@example.com,35,Female,Ahmedabad,Arunachal Pradesh,2023-12-05,Platinum,True
USR00763,Pushti Mistry,ijaya09@example.net,61,Male,Chennai,Odisha,2026-01-17,Gold,False
USR00764,Agastya Venkataraman,gchahal@example.org,56,Female,Bangalore,Gujarat,2024-12-17,Platinum,False
USR00765,Mohini Ram,diptakade@example.com,40,Male,Kolkata,Haryana,2026-01-13,Bronze,False
USR00766,Imaran Dhingra,pranaviyer@example.com,19,Female,Mumbai,Goa,2026-01-23,Silver,True
USR00767,Nandini Madan,balasubramanianyadavi@example.net,32,Other,Chennai,Himachal Pradesh,2024-06-11,Silver,False
USR00768,Lohit Walia,saanvibuch@example.com,59,Female,Jaipur,Manipur,2025-12-20,Bronze,True
